age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,pdays_contacted,y
56,blue-collar,divorced,basic.4y,no,yes,no,telephone,aug,mon,1,12,4,failure,94.027,-38.3,0.904,1,0
40,management,married,university.degree,unknown,no,no,cellular,apr,mon,7,-1,0,nonexistent,93.075,-47.1,1.405,0,0
46,entrepreneur,married,professional.course,no,yes,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.858,0,0
30,technician,single,university.degree,unknown,no,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
35,services,single,high.school,no,yes,yes,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.313,0,0
37,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,13,-1,0,nonexistent,93.994,-36.4,4.858,0,0
35,technician,married,university.degree,no,yes,no,cellular,aug,thu,10,-1,0,nonexistent,93.444,-36.1,4.962,0,0
38,student,divorced,unknown,no,yes,no,cellular,may,tue,3,-1,0,nonexistent,92.893,-46.2,1.291,0,0
38,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,2,-1,0,nonexistent,92.893,-46.2,1.266,0,0
28,admin.,married,high.school,no,no,no,telephone,jun,fri,3,-1,0,nonexistent,94.465,-41.8,4.967,0,0
56,unemployed,divorced,university.degree,unknown,yes,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
39,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
53,technician,married,university.degree,no,yes,no,cellular,nov,mon,1,-1,0,nonexistent,93.2,-42.0,4.191,0,0
53,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,5,-1,0,nonexistent,94.465,-41.8,4.959,0,0
26,services,single,university.degree,no,yes,no,cellular,jul,wed,8,-1,0,nonexistent,93.918,-42.7,4.963,0,0
33,technician,married,university.degree,no,no,no,cellular,may,thu,3,-1,0,nonexistent,92.893,-46.2,1.327,0,0
48,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
31,technician,married,professional.course,unknown,no,no,cellular,aug,mon,2,-1,0,nonexistent,93.444,-36.1,4.97,0,0
32,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
42,blue-collar,single,professional.course,no,no,no,cellular,nov,fri,4,-1,0,nonexistent,93.2,-42.0,4.021,0,0
47,services,married,high.school,no,yes,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.25,0,0
51,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2,-1,0,nonexistent,92.893,-46.2,1.291,0,0
32,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
36,management,married,university.degree,unknown,no,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
55,unknown,married,unknown,unknown,yes,no,cellular,aug,thu,16,-1,0,nonexistent,93.444,-36.1,4.962,0,0
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
31,admin.,single,university.degree,no,no,no,cellular,nov,tue,2,-1,0,nonexistent,92.649,-30.1,0.716,0,0
35,technician,married,professional.course,no,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.859,0,0
31,admin.,married,high.school,no,yes,no,cellular,nov,tue,2,-1,1,failure,93.2,-42.0,4.153,0,0
44,management,divorced,university.degree,no,yes,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.344,0,0
47,services,married,professional.course,no,yes,no,cellular,may,wed,3,-1,0,nonexistent,92.893,-46.2,1.281,0,0
44,management,married,university.degree,no,no,yes,cellular,sep,wed,1,-1,2,failure,94.199,-37.5,0.88,0,0
55,blue-collar,married,illiterate,no,yes,no,cellular,jul,tue,3,-1,0,nonexistent,93.918,-42.7,4.961,0,0
30,technician,single,university.degree,no,no,no,cellular,aug,thu,3,-1,0,nonexistent,93.444,-36.1,4.962,0,0
39,technician,divorced,professional.course,no,no,yes,cellular,may,wed,2,-1,0,nonexistent,92.893,-46.2,1.281,0,0
29,admin.,single,high.school,no,unknown,unknown,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.334,0,0
45,unemployed,married,high.school,no,no,no,cellular,aug,thu,2,-1,0,nonexistent,93.444,-36.1,4.968,0,0
53,technician,divorced,professional.course,no,no,yes,cellular,aug,thu,8,-1,0,nonexistent,93.444,-36.1,4.962,0,0
34,blue-collar,divorced,professional.course,no,no,yes,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.855,0,0
52,admin.,married,university.degree,no,no,no,cellular,may,thu,1,3,2,success,93.876,-40.0,0.677,1,1
31,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
46,admin.,married,university.degree,no,yes,no,cellular,jul,wed,11,-1,0,nonexistent,93.918,-42.7,4.963,0,0
33,admin.,single,university.degree,no,no,no,cellular,oct,thu,1,-1,1,failure,92.431,-26.9,0.722,0,1
39,admin.,married,high.school,unknown,yes,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
64,management,divorced,university.degree,no,no,yes,cellular,dec,thu,1,-1,1,failure,92.713,-33.0,0.72,0,0
32,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon,4,-1,0,nonexistent,93.918,-42.7,4.962,0,0
47,admin.,married,university.degree,no,no,no,cellular,aug,mon,6,-1,0,nonexistent,93.444,-36.1,4.963,0,1
49,self-employed,married,professional.course,no,unknown,unknown,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
38,admin.,married,high.school,no,yes,no,cellular,aug,mon,1,6,2,failure,92.201,-31.4,0.821,1,1
61,retired,married,basic.4y,no,yes,no,cellular,nov,wed,1,-1,0,nonexistent,92.649,-30.1,0.716,0,1
25,admin.,single,high.school,no,no,no,telephone,may,fri,8,-1,0,nonexistent,92.893,-46.2,1.313,0,0
36,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
43,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,3,-1,0,nonexistent,92.893,-46.2,1.266,0,0
32,blue-collar,married,professional.course,unknown,yes,yes,cellular,apr,thu,3,-1,0,nonexistent,93.075,-47.1,1.365,0,0
46,admin.,divorced,university.degree,no,yes,yes,cellular,nov,wed,2,-1,1,failure,93.2,-42.0,4.12,0,0
54,admin.,divorced,university.degree,no,no,no,telephone,may,wed,4,-1,0,nonexistent,93.994,-36.4,4.856,0,1
58,unemployed,married,professional.course,unknown,no,no,cellular,aug,thu,3,-1,0,nonexistent,93.444,-36.1,4.968,0,0
42,blue-collar,divorced,basic.4y,unknown,no,no,cellular,nov,thu,6,-1,0,nonexistent,93.2,-42.0,4.076,0,0
37,technician,married,university.degree,no,yes,no,telephone,jun,tue,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
27,housemaid,married,high.school,no,yes,no,cellular,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
31,technician,married,professional.course,no,no,yes,telephone,jun,fri,6,-1,0,nonexistent,94.465,-41.8,4.959,0,1
47,services,married,unknown,no,yes,no,cellular,jul,thu,3,-1,0,nonexistent,93.918,-42.7,4.968,0,0
34,services,married,high.school,no,no,no,cellular,jul,fri,8,-1,0,nonexistent,93.918,-42.7,4.957,0,0
42,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
32,unemployed,married,university.degree,no,no,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
24,management,single,university.degree,no,yes,no,cellular,oct,tue,2,-1,1,failure,92.431,-26.9,0.737,0,1
42,admin.,divorced,university.degree,no,yes,yes,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
59,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,10,-1,0,nonexistent,93.918,-42.7,4.962,0,0
58,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,fri,3,-1,0,nonexistent,94.465,-41.8,4.959,0,0
32,services,married,high.school,unknown,yes,yes,telephone,may,thu,3,-1,0,nonexistent,93.994,-36.4,4.86,0,0
36,services,single,high.school,no,no,yes,telephone,apr,fri,2,-1,0,nonexistent,93.075,-47.1,1.479,0,0
48,admin.,married,professional.course,unknown,yes,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.958,0,0
39,blue-collar,single,basic.4y,no,yes,no,telephone,mar,tue,3,-1,0,nonexistent,92.843,-50.0,1.687,0,0
55,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,fri,1,-1,0,nonexistent,93.2,-42.0,4.021,0,0
32,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,3,-1,0,nonexistent,94.465,-41.8,4.961,0,0
31,technician,divorced,high.school,no,no,no,cellular,aug,fri,3,-1,0,nonexistent,93.444,-36.1,4.964,0,0
57,services,married,basic.6y,no,no,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.855,0,0
34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,3,-1,0,nonexistent,93.918,-42.7,4.963,0,0
56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,3,-1,0,nonexistent,93.444,-36.1,4.963,0,0
40,services,married,basic.9y,no,no,no,cellular,nov,wed,6,-1,0,nonexistent,93.2,-42.0,4.12,0,0
33,housemaid,married,high.school,no,no,no,cellular,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
44,admin.,single,university.degree,no,yes,no,cellular,may,fri,4,3,1,success,93.876,-40.0,0.682,1,1
35,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.291,0,0
40,services,married,high.school,no,no,yes,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.864,0,1
66,retired,single,basic.4y,no,yes,no,cellular,nov,tue,3,-1,0,nonexistent,92.649,-30.1,0.715,0,1
34,admin.,married,university.degree,no,no,no,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.959,0,0
31,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,3,-1,0,nonexistent,92.893,-46.2,1.291,0,0
30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,6,-1,0,nonexistent,93.918,-42.7,4.962,0,0
35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.966,0,0
44,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,1,-1,0,nonexistent,94.465,-41.8,4.865,0,0
50,entrepreneur,married,university.degree,no,no,no,telephone,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.7,0,1
38,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,4,-1,1,failure,92.893,-46.2,1.25,0,0
29,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,2,-1,0,nonexistent,94.465,-41.8,4.865,0,0
34,technician,single,university.degree,no,no,no,cellular,sep,fri,2,-1,0,nonexistent,94.199,-37.5,0.879,0,0
32,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,1,-1,1,failure,92.893,-46.2,1.313,0,0
30,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.957,0,1
28,admin.,single,university.degree,no,yes,no,cellular,jun,mon,1,-1,0,nonexistent,92.963,-40.8,1.26,0,0
55,technician,married,professional.course,unknown,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.966,0,0
29,technician,married,professional.course,no,no,no,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
67,retired,married,professional.course,no,no,no,telephone,oct,mon,2,-1,0,nonexistent,92.431,-26.9,0.739,0,0
35,management,single,university.degree,no,no,yes,cellular,nov,mon,2,-1,0,nonexistent,92.649,-30.1,0.722,0,0
35,admin.,married,high.school,unknown,no,no,cellular,jul,fri,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
33,services,single,basic.9y,no,yes,no,cellular,apr,thu,2,-1,0,nonexistent,93.075,-47.1,1.41,0,0
59,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
37,admin.,single,high.school,no,no,no,telephone,jul,thu,4,-1,3,failure,94.215,-40.3,0.782,0,0
32,technician,married,professional.course,no,no,no,cellular,aug,wed,4,-1,0,nonexistent,93.444,-36.1,4.964,0,0
37,technician,single,university.degree,no,no,no,telephone,jun,mon,2,-1,0,nonexistent,94.465,-41.8,4.96,0,0
37,self-employed,married,university.degree,no,no,no,cellular,jun,mon,2,-1,0,nonexistent,94.055,-39.8,0.754,0,0
32,services,married,high.school,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,1
36,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,4,-1,0,nonexistent,92.893,-46.2,1.281,0,0
50,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,4,-1,0,nonexistent,93.444,-36.1,4.966,0,0
50,entrepreneur,married,professional.course,unknown,yes,no,cellular,aug,fri,4,-1,0,nonexistent,93.444,-36.1,4.966,0,1
39,technician,divorced,professional.course,no,yes,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.855,0,0
48,admin.,married,university.degree,no,yes,no,cellular,apr,wed,9,-1,0,nonexistent,93.075,-47.1,1.405,0,0
49,housemaid,married,basic.4y,unknown,yes,no,telephone,may,wed,10,-1,0,nonexistent,93.994,-36.4,4.857,0,0
32,technician,married,high.school,no,no,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.313,0,0
29,housemaid,single,high.school,no,no,no,cellular,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,1
43,admin.,married,professional.course,unknown,yes,no,cellular,jul,thu,4,-1,0,nonexistent,93.918,-42.7,4.968,0,0
49,services,married,high.school,no,yes,no,cellular,aug,tue,2,-1,0,nonexistent,93.444,-36.1,4.968,0,0
48,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,2,-1,1,failure,92.893,-46.2,1.25,0,0
36,management,married,university.degree,unknown,no,no,telephone,jun,tue,13,-1,0,nonexistent,94.465,-41.8,4.864,0,0
36,admin.,married,university.degree,no,no,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.266,0,0
35,admin.,single,high.school,no,yes,no,cellular,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
41,services,divorced,high.school,no,no,yes,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,5,-1,0,nonexistent,93.075,-47.1,1.405,0,0
31,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,1,-1,0,nonexistent,93.2,-42.0,4.191,0,0
60,unemployed,married,basic.6y,no,yes,no,cellular,sep,thu,1,3,1,success,92.379,-29.8,0.809,1,0
38,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
25,services,married,high.school,no,yes,no,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.962,0,0
35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,2,-1,0,nonexistent,93.444,-36.1,4.965,0,0
58,admin.,married,high.school,no,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
28,services,married,basic.9y,unknown,yes,yes,cellular,may,thu,3,-1,1,failure,92.893,-46.2,1.327,0,0
47,blue-collar,married,unknown,unknown,yes,no,telephone,may,wed,6,-1,0,nonexistent,93.994,-36.4,4.858,0,0
38,entrepreneur,married,basic.6y,no,yes,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.855,0,0
26,admin.,married,university.degree,no,yes,no,telephone,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.957,0,0
32,technician,divorced,professional.course,no,yes,no,cellular,may,tue,10,-1,0,nonexistent,92.893,-46.2,1.291,0,0
27,admin.,single,university.degree,no,yes,no,cellular,may,wed,2,-1,0,nonexistent,92.893,-46.2,1.27,0,0
55,housemaid,married,university.degree,no,no,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
42,technician,married,professional.course,no,yes,no,cellular,may,thu,3,-1,0,nonexistent,92.893,-46.2,1.266,0,0
39,unemployed,single,basic.6y,no,no,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.958,0,0
31,unemployed,married,university.degree,no,no,no,cellular,aug,wed,3,-1,0,nonexistent,93.444,-36.1,4.964,0,0
30,admin.,married,high.school,no,unknown,unknown,cellular,nov,mon,1,-1,1,failure,92.649,-30.1,0.714,0,0
57,technician,married,high.school,unknown,no,no,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.966,0,1
39,technician,married,professional.course,no,yes,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
51,technician,married,professional.course,no,yes,no,cellular,aug,thu,2,-1,0,nonexistent,93.444,-36.1,4.962,0,0
30,technician,single,professional.course,no,no,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
50,housemaid,divorced,high.school,no,no,no,cellular,nov,wed,2,-1,1,failure,93.2,-42.0,4.12,0,0
28,technician,single,university.degree,no,no,yes,telephone,may,fri,4,-1,0,nonexistent,92.893,-46.2,1.25,0,0
40,self-employed,married,unknown,unknown,yes,no,telephone,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
36,admin.,married,university.degree,no,yes,yes,telephone,may,thu,3,-1,0,nonexistent,93.994,-36.4,4.86,0,0
43,technician,single,professional.course,no,no,no,telephone,jun,tue,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
33,unemployed,married,basic.9y,no,yes,no,telephone,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,0
37,admin.,married,basic.6y,no,no,no,telephone,jun,fri,14,-1,0,nonexistent,94.465,-41.8,4.959,0,0
33,unemployed,single,unknown,no,yes,no,cellular,sep,fri,2,-1,1,failure,94.199,-37.5,0.879,0,1
28,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.96,0,0
35,admin.,single,high.school,no,yes,no,telephone,may,tue,3,-1,0,nonexistent,93.994,-36.4,4.856,0,0
52,housemaid,married,basic.4y,no,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
46,admin.,married,high.school,no,no,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.864,0,0
40,unemployed,married,basic.9y,unknown,yes,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
24,admin.,single,high.school,unknown,yes,yes,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.958,0,0
30,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
54,blue-collar,married,high.school,no,no,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.963,0,1
35,management,married,professional.course,no,yes,no,cellular,nov,mon,3,-1,0,nonexistent,93.2,-42.0,4.191,0,0
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.334,0,0
40,admin.,divorced,university.degree,no,no,no,cellular,apr,wed,2,-1,0,nonexistent,93.075,-47.1,1.445,0,1
33,admin.,married,high.school,no,no,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.864,0,0
36,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
25,admin.,single,university.degree,no,no,no,cellular,apr,tue,1,-1,0,nonexistent,93.075,-47.1,1.423,0,0
29,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,0
29,services,married,professional.course,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
38,technician,single,professional.course,no,yes,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
34,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,3,-1,1,failure,92.893,-46.2,1.327,0,0
26,admin.,single,university.degree,no,yes,no,telephone,sep,thu,1,7,1,success,92.379,-29.8,0.809,1,1
32,admin.,single,university.degree,no,yes,no,telephone,oct,thu,3,-1,0,nonexistent,92.431,-26.9,0.722,0,1
48,unemployed,married,professional.course,no,yes,yes,cellular,may,mon,4,-1,1,failure,92.893,-46.2,1.354,0,0
25,admin.,single,basic.9y,no,yes,yes,cellular,jul,thu,21,-1,0,nonexistent,93.918,-42.7,4.968,0,0
57,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,mon,1,-1,1,failure,93.075,-47.1,1.405,0,0
58,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.855,0,0
24,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.957,0,1
35,technician,married,professional.course,no,no,no,telephone,mar,thu,2,6,1,success,93.369,-34.8,0.65,1,0
53,self-employed,married,university.degree,no,no,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.266,0,1
43,entrepreneur,married,professional.course,no,no,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
30,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,1,-1,0,nonexistent,93.075,-47.1,1.423,0,1
38,unknown,divorced,high.school,unknown,yes,no,telephone,may,wed,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
37,admin.,married,high.school,no,no,yes,cellular,apr,fri,1,-1,1,failure,93.075,-47.1,1.405,0,0
30,technician,married,professional.course,no,yes,yes,cellular,mar,tue,1,-1,0,nonexistent,93.369,-34.8,0.655,0,0
36,admin.,married,university.degree,no,yes,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.859,0,0
27,self-employed,single,university.degree,no,no,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.967,0,0
42,management,married,university.degree,no,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
56,retired,married,basic.4y,no,yes,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.96,0,1
31,admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,1,-1,0,nonexistent,93.369,-34.8,0.655,0,1
46,admin.,single,university.degree,no,no,yes,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.264,0,0
38,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,3,-1,0,nonexistent,94.465,-41.8,4.959,0,0
41,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
53,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,thu,2,-1,0,nonexistent,93.918,-42.7,4.968,0,0
42,technician,married,professional.course,unknown,yes,no,cellular,jul,thu,10,-1,0,nonexistent,93.918,-42.7,4.968,0,0
28,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.859,0,0
